image,empty,not_adipocyte,adipocyte
B. Shoulder 1.2_r25_c28.jpg,0.153680,0.828558,0.017762
B. Shoulder 1.2_r25_c29.jpg,0.088805,0.890918,0.020276
B. Shoulder 1.2_r25_c3.jpg,0.602476,0.382330,0.015193
B. Shoulder 1.2_r25_c30.jpg,0.377445,0.618645,0.003910
B. Shoulder 1.2_r25_c32.jpg,0.024073,0.968756,0.007171
B. Shoulder 1.2_r25_c33.jpg,0.037884,0.960163,0.001953
B. Shoulder 1.2_r25_c34.jpg,0.304335,0.678743,0.016922
B. Shoulder 1.2_r25_c35.jpg,0.321185,0.668037,0.010778
B. Shoulder 1.2_r25_c36.jpg,0.083077,0.908041,0.008882
B. Shoulder 1.2_r25_c37.jpg,0.014641,0.978872,0.006486
B. Shoulder 1.2_r25_c38.jpg,0.144303,0.840099,0.015598
B. Shoulder 1.2_r25_c39.jpg,0.083153,0.905822,0.011024
B. Shoulder 1.2_r25_c4.jpg,0.229389,0.765380,0.005231
B. Shoulder 1.2_r25_c40.jpg,0.042942,0.949730,0.007328
B. Shoulder 1.2_r25_c41.jpg,0.007928,0.957981,0.034092
B. Shoulder 1.2_r25_c42.jpg,0.006449,0.989007,0.004544
B. Shoulder 1.2_r25_c43.jpg,0.004249,0.987964,0.007788
B. Shoulder 1.2_r25_c44.jpg,0.018287,0.974681,0.007032
B. Shoulder 1.2_r25_c45.jpg,0.011501,0.955240,0.033259
B. Shoulder 1.2_r25_c46.jpg,0.003247,0.967553,0.029200
B. Shoulder 1.2_r25_c47.jpg,0.003821,0.988965,0.007214
B. Shoulder 1.2_r25_c48.jpg,0.016082,0.971503,0.012415
B. Shoulder 1.2_r25_c49.jpg,0.045851,0.925535,0.028613
B. Shoulder 1.2_r25_c5.jpg,0.051504,0.897826,0.050670
B. Shoulder 1.2_r25_c50.jpg,0.015010,0.972608,0.012382
B. Shoulder 1.2_r25_c51.jpg,0.023518,0.965059,0.011422
B. Shoulder 1.2_r25_c52.jpg,0.078499,0.880757,0.040744
B. Shoulder 1.2_r25_c6.jpg,0.007904,0.986473,0.005623
B. Shoulder 1.2_r25_c7.jpg,0.194991,0.775139,0.029870
B. Shoulder 1.2_r26_c1.jpg,0.123276,0.850992,0.025733
B. Shoulder 1.2_r26_c13.jpg,0.070328,0.905025,0.024647
B. Shoulder 1.2_r26_c17.jpg,0.456487,0.523888,0.019625
B. Shoulder 1.2_r26_c19.jpg,0.017641,0.979465,0.002893
B. Shoulder 1.2_r26_c2.jpg,0.176766,0.801776,0.021458
B. Shoulder 1.2_r26_c20.jpg,0.048306,0.950236,0.001458
B. Shoulder 1.2_r26_c21.jpg,0.190805,0.805830,0.003364
B. Shoulder 1.2_r26_c27.jpg,0.334997,0.644969,0.020034
B. Shoulder 1.2_r26_c28.jpg,0.137171,0.854418,0.008411
B. Shoulder 1.2_r26_c29.jpg,0.083690,0.899520,0.016790
B. Shoulder 1.2_r26_c3.jpg,0.781158,0.213487,0.005356
B. Shoulder 1.2_r26_c30.jpg,0.444442,0.552232,0.003326
B. Shoulder 1.2_r26_c31.jpg,0.009028,0.984973,0.005999
B. Shoulder 1.2_r26_c32.jpg,0.142804,0.851469,0.005727
B. Shoulder 1.2_r26_c33.jpg,0.046659,0.945257,0.008083
B. Shoulder 1.2_r26_c34.jpg,0.217606,0.764062,0.018331
B. Shoulder 1.2_r26_c35.jpg,0.164678,0.818362,0.016959
B. Shoulder 1.2_r26_c36.jpg,0.008495,0.989665,0.001840
B. Shoulder 1.2_r26_c37.jpg,0.018621,0.947414,0.033965
B. Shoulder 1.2_r26_c38.jpg,0.046897,0.931571,0.021531
B. Shoulder 1.2_r26_c39.jpg,0.053271,0.926007,0.020721
B. Shoulder 1.2_r26_c4.jpg,0.371734,0.618953,0.009313
B. Shoulder 1.2_r26_c40.jpg,0.025987,0.968965,0.005048
B. Shoulder 1.2_r26_c41.jpg,0.005355,0.972081,0.022564
B. Shoulder 1.2_r26_c42.jpg,0.009506,0.974703,0.015791
B. Shoulder 1.2_r26_c43.jpg,0.032032,0.915011,0.052957
B. Shoulder 1.2_r26_c44.jpg,0.019808,0.958849,0.021343
B. Shoulder 1.2_r26_c45.jpg,0.005026,0.986009,0.008965
B. Shoulder 1.2_r26_c46.jpg,0.001771,0.996937,0.001292
B. Shoulder 1.2_r26_c47.jpg,0.001205,0.993133,0.005662
B. Shoulder 1.2_r26_c48.jpg,0.009364,0.946661,0.043975
B. Shoulder 1.2_r26_c49.jpg,0.007100,0.989068,0.003832
B. Shoulder 1.2_r26_c5.jpg,0.362564,0.627660,0.009775
B. Shoulder 1.2_r26_c50.jpg,0.032515,0.956313,0.011172
B. Shoulder 1.2_r26_c51.jpg,0.028004,0.951292,0.020703
B. Shoulder 1.2_r26_c52.jpg,0.004484,0.987470,0.008045
B. Shoulder 1.2_r26_c6.jpg,0.245572,0.738123,0.016305
B. Shoulder 1.2_r26_c7.jpg,0.173511,0.821880,0.004609
B. Shoulder 1.2_r26_c8.jpg,0.831123,0.161809,0.007067
B. Shoulder 1.2_r27_c19.jpg,0.070847,0.920897,0.008256
B. Shoulder 1.2_r27_c2.jpg,0.058252,0.933306,0.008442
B. Shoulder 1.2_r27_c20.jpg,0.068118,0.925565,0.006317
B. Shoulder 1.2_r27_c21.jpg,0.295361,0.696982,0.007657
B. Shoulder 1.2_r27_c27.jpg,0.179935,0.805506,0.014560
B. Shoulder 1.2_r27_c28.jpg,0.136832,0.841448,0.021720
B. Shoulder 1.2_r27_c29.jpg,0.155762,0.829399,0.014839
B. Shoulder 1.2_r27_c3.jpg,0.426771,0.565846,0.007383
B. Shoulder 1.2_r27_c30.jpg,0.285923,0.708561,0.005516
B. Shoulder 1.2_r27_c31.jpg,0.046152,0.951170,0.002677
B. Shoulder 1.2_r27_c32.jpg,0.244347,0.747458,0.008195
B. Shoulder 1.2_r27_c33.jpg,0.079535,0.890738,0.029728
B. Shoulder 1.2_r27_c34.jpg,0.113311,0.866490,0.020199
B. Shoulder 1.2_r27_c35.jpg,0.056162,0.917934,0.025905
B. Shoulder 1.2_r27_c36.jpg,0.005648,0.985545,0.008807
B. Shoulder 1.2_r27_c37.jpg,0.061898,0.871132,0.066970
B. Shoulder 1.2_r27_c38.jpg,0.467789,0.515158,0.017053
B. Shoulder 1.2_r27_c39.jpg,0.007004,0.981864,0.011131
B. Shoulder 1.2_r27_c4.jpg,0.601868,0.394708,0.003424
B. Shoulder 1.2_r27_c40.jpg,0.019894,0.968636,0.011470
B. Shoulder 1.2_r27_c41.jpg,0.022041,0.975801,0.002157
B. Shoulder 1.2_r27_c42.jpg,0.090257,0.744722,0.165022
B. Shoulder 1.2_r27_c43.jpg,0.015463,0.950955,0.033582
B. Shoulder 1.2_r27_c44.jpg,0.023172,0.971387,0.005441
B. Shoulder 1.2_r27_c45.jpg,0.003125,0.991188,0.005687
B. Shoulder 1.2_r27_c46.jpg,0.002782,0.993417,0.003802
B. Shoulder 1.2_r27_c47.jpg,0.023480,0.872521,0.103999
B. Shoulder 1.2_r27_c48.jpg,0.031416,0.939258,0.029326
B. Shoulder 1.2_r27_c5.jpg,0.860315,0.136128,0.003557
B. Shoulder 1.2_r27_c50.jpg,0.014313,0.969108,0.016579
B. Shoulder 1.2_r27_c52.jpg,0.043595,0.943025,0.013381
B. Shoulder 1.2_r27_c6.jpg,0.237538,0.723195,0.039267
B. Shoulder 1.2_r27_c7.jpg,0.554624,0.425006,0.020371
B. Shoulder 1.2_r28_c11.jpg,0.114366,0.832059,0.053575
B. Shoulder 1.2_r28_c13.jpg,0.236738,0.739531,0.023731
B. Shoulder 1.2_r28_c14.jpg,0.497955,0.460115,0.041930
B. Shoulder 1.2_r28_c16.jpg,0.039192,0.950939,0.009869
B. Shoulder 1.2_r28_c2.jpg,0.004246,0.985909,0.009845
B. Shoulder 1.2_r28_c20.jpg,0.205309,0.767538,0.027153
B. Shoulder 1.2_r28_c21.jpg,0.218312,0.777394,0.004294
B. Shoulder 1.2_r28_c23.jpg,0.160096,0.816559,0.023344
B. Shoulder 1.2_r28_c27.jpg,0.191985,0.788799,0.019217
B. Shoulder 1.2_r28_c28.jpg,0.018243,0.966585,0.015172
B. Shoulder 1.2_r28_c29.jpg,0.018019,0.978421,0.003560
B. Shoulder 1.2_r28_c3.jpg,0.656975,0.339059,0.003967
B. Shoulder 1.2_r28_c30.jpg,0.030680,0.900457,0.068863
B. Shoulder 1.2_r28_c31.jpg,0.184895,0.802837,0.012268
B. Shoulder 1.2_r28_c32.jpg,0.766673,0.230038,0.003289
B. Shoulder 1.2_r28_c33.jpg,0.190964,0.804766,0.004270
B. Shoulder 1.2_r28_c34.jpg,0.245701,0.741423,0.012876
B. Shoulder 1.2_r28_c35.jpg,0.150291,0.822298,0.027411
B. Shoulder 1.2_r28_c36.jpg,0.045156,0.942939,0.011905
B. Shoulder 1.2_r28_c37.jpg,0.085121,0.905744,0.009136
B. Shoulder 1.2_r28_c38.jpg,0.055166,0.908792,0.036042
B. Shoulder 1.2_r28_c39.jpg,0.011028,0.982675,0.006297
B. Shoulder 1.2_r28_c4.jpg,0.176022,0.819782,0.004197
B. Shoulder 1.2_r28_c40.jpg,0.011502,0.973437,0.015061
B. Shoulder 1.2_r28_c41.jpg,0.009188,0.979759,0.011053
B. Shoulder 1.2_r28_c42.jpg,0.016525,0.978173,0.005302
B. Shoulder 1.2_r28_c43.jpg,0.005206,0.990378,0.004416
B. Shoulder 1.2_r28_c44.jpg,0.016009,0.978132,0.005859
B. Shoulder 1.2_r28_c45.jpg,0.007323,0.980693,0.011984
B. Shoulder 1.2_r28_c46.jpg,0.006501,0.976091,0.017407
B. Shoulder 1.2_r28_c47.jpg,0.056986,0.922381,0.020633
B. Shoulder 1.2_r28_c48.jpg,0.017669,0.971230,0.011101
B. Shoulder 1.2_r28_c49.jpg,0.025462,0.929544,0.044994
B. Shoulder 1.2_r28_c5.jpg,0.698887,0.295722,0.005390
B. Shoulder 1.2_r28_c50.jpg,0.014226,0.982704,0.003069
B. Shoulder 1.2_r28_c51.jpg,0.040275,0.935487,0.024238
B. Shoulder 1.2_r28_c52.jpg,0.022136,0.973280,0.004584
B. Shoulder 1.2_r28_c6.jpg,0.692014,0.280437,0.027550
B. Shoulder 1.2_r28_c7.jpg,0.297578,0.679492,0.022930
B. Shoulder 1.2_r28_c8.jpg,0.230329,0.756619,0.013052
B. Shoulder 1.2_r29_c11.jpg,0.053896,0.849657,0.096447
B. Shoulder 1.2_r29_c2.jpg,0.024980,0.967942,0.007078
B. Shoulder 1.2_r29_c20.jpg,0.137294,0.820256,0.042450
B. Shoulder 1.2_r29_c21.jpg,0.010424,0.984987,0.004589
B. Shoulder 1.2_r29_c27.jpg,0.065859,0.927652,0.006489
B. Shoulder 1.2_r29_c28.jpg,0.071776,0.912633,0.015591
B. Shoulder 1.2_r29_c29.jpg,0.681046,0.286977,0.031977
B. Shoulder 1.2_r29_c3.jpg,0.117284,0.869958,0.012759
B. Shoulder 1.2_r29_c30.jpg,0.243962,0.747044,0.008995
B. Shoulder 1.2_r29_c31.jpg,0.051117,0.926417,0.022466
B. Shoulder 1.2_r29_c32.jpg,0.024166,0.961977,0.013857
B. Shoulder 1.2_r29_c33.jpg,0.026132,0.969545,0.004323
B. Shoulder 1.2_r29_c34.jpg,0.131958,0.858679,0.009363
B. Shoulder 1.2_r29_c35.jpg,0.154501,0.839297,0.006202
B. Shoulder 1.2_r29_c36.jpg,0.026570,0.963028,0.010401
B. Shoulder 1.2_r29_c37.jpg,0.036835,0.953883,0.009282
B. Shoulder 1.2_r29_c38.jpg,0.040014,0.893131,0.066856
B. Shoulder 1.2_r29_c39.jpg,0.038917,0.954909,0.006175
B. Shoulder 1.2_r29_c4.jpg,0.098063,0.893629,0.008308
B. Shoulder 1.2_r29_c40.jpg,0.004500,0.993123,0.002377
B. Shoulder 1.2_r29_c41.jpg,0.011757,0.985184,0.003058
B. Shoulder 1.2_r29_c42.jpg,0.007137,0.988641,0.004222
B. Shoulder 1.2_r29_c43.jpg,0.005603,0.990317,0.004080
B. Shoulder 1.2_r29_c44.jpg,0.001182,0.995709,0.003109
B. Shoulder 1.2_r29_c45.jpg,0.006946,0.986884,0.006170
B. Shoulder 1.2_r29_c46.jpg,0.060250,0.916479,0.023271
B. Shoulder 1.2_r29_c47.jpg,0.026414,0.940408,0.033178
B. Shoulder 1.2_r29_c48.jpg,0.042279,0.947149,0.010572
B. Shoulder 1.2_r29_c5.jpg,0.199474,0.786619,0.013908
B. Shoulder 1.2_r29_c6.jpg,0.826956,0.164390,0.008655
B. Shoulder 1.2_r29_c7.jpg,0.386432,0.607553,0.006015
B. Shoulder 1.2_r2_c0.jpg,0.005215,0.914568,0.080217
B. Shoulder 1.2_r2_c1.jpg,0.326566,0.670836,0.002598
B. Shoulder 1.2_r2_c13.jpg,0.681223,0.298232,0.020545
B. Shoulder 1.2_r2_c15.jpg,0.494849,0.481279,0.023872
B. Shoulder 1.2_r2_c16.jpg,0.122224,0.869846,0.007930
B. Shoulder 1.2_r2_c18.jpg,0.302871,0.638851,0.058278
B. Shoulder 1.2_r2_c2.jpg,0.261472,0.708386,0.030142
B. Shoulder 1.2_r2_c20.jpg,0.704069,0.281136,0.014796
B. Shoulder 1.2_r2_c25.jpg,0.162054,0.722614,0.115332
B. Shoulder 1.2_r2_c26.jpg,0.024123,0.936135,0.039742
B. Shoulder 1.2_r2_c29.jpg,0.521408,0.416739,0.061853
B. Shoulder 1.2_r2_c3.jpg,0.025103,0.961056,0.013841
B. Shoulder 1.2_r2_c30.jpg,0.754043,0.234407,0.011550
B. Shoulder 1.2_r2_c31.jpg,0.074676,0.916969,0.008355
B. Shoulder 1.2_r2_c32.jpg,0.227002,0.760541,0.012457
B. Shoulder 1.2_r2_c33.jpg,0.033082,0.962676,0.004242
B. Shoulder 1.2_r2_c34.jpg,0.043001,0.948634,0.008365
B. Shoulder 1.2_r2_c35.jpg,0.358456,0.639787,0.001757
B. Shoulder 1.2_r2_c36.jpg,0.703286,0.282515,0.014200
B. Shoulder 1.2_r2_c37.jpg,0.288993,0.700362,0.010645
B. Shoulder 1.2_r2_c38.jpg,0.009311,0.986124,0.004565
B. Shoulder 1.2_r2_c39.jpg,0.032746,0.962925,0.004330
B. Shoulder 1.2_r2_c4.jpg,0.021067,0.955693,0.023240
B. Shoulder 1.2_r2_c40.jpg,0.027854,0.937162,0.034984
B. Shoulder 1.2_r2_c41.jpg,0.022131,0.942773,0.035097
B. Shoulder 1.2_r2_c42.jpg,0.022433,0.969275,0.008293
B. Shoulder 1.2_r2_c43.jpg,0.019414,0.969423,0.011163
B. Shoulder 1.2_r2_c44.jpg,0.013237,0.973744,0.013019
B. Shoulder 1.2_r2_c45.jpg,0.416536,0.545796,0.037669
B. Shoulder 1.2_r2_c48.jpg,0.018789,0.953897,0.027313
B. Shoulder 1.2_r2_c49.jpg,0.024541,0.973307,0.002152
B. Shoulder 1.2_r2_c50.jpg,0.011193,0.985540,0.003267
B. Shoulder 1.2_r30_c11.jpg,0.057398,0.844596,0.098007
B. Shoulder 1.2_r30_c12.jpg,0.073143,0.904038,0.022819
B. Shoulder 1.2_r30_c13.jpg,0.291101,0.697160,0.011739
B. Shoulder 1.2_r30_c16.jpg,0.399190,0.530490,0.070321
B. Shoulder 1.2_r30_c18.jpg,0.126176,0.814230,0.059593
B. Shoulder 1.2_r30_c19.jpg,0.025512,0.946140,0.028348
B. Shoulder 1.2_r30_c2.jpg,0.030801,0.939750,0.029449
B. Shoulder 1.2_r30_c20.jpg,0.051629,0.945326,0.003045
B. Shoulder 1.2_r30_c21.jpg,0.123684,0.874560,0.001756
B. Shoulder 1.2_r30_c22.jpg,0.025275,0.954115,0.020610
B. Shoulder 1.2_r30_c23.jpg,0.087706,0.861652,0.050642
B. Shoulder 1.2_r30_c24.jpg,0.109479,0.870127,0.020394
B. Shoulder 1.2_r30_c25.jpg,0.209035,0.779941,0.011024
B. Shoulder 1.2_r30_c26.jpg,0.362077,0.618651,0.019272
B. Shoulder 1.2_r30_c27.jpg,0.101150,0.896405,0.002445
B. Shoulder 1.2_r30_c28.jpg,0.530267,0.449246,0.020487
B. Shoulder 1.2_r30_c29.jpg,0.058893,0.911339,0.029768
B. Shoulder 1.2_r30_c3.jpg,0.198903,0.798319,0.002778
B. Shoulder 1.2_r30_c30.jpg,0.096477,0.900167,0.003356
B. Shoulder 1.2_r30_c31.jpg,0.147604,0.842436,0.009959
B. Shoulder 1.2_r30_c32.jpg,0.002493,0.994128,0.003380
B. Shoulder 1.2_r30_c33.jpg,0.027978,0.966157,0.005865
B. Shoulder 1.2_r30_c34.jpg,0.084789,0.910754,0.004457
B. Shoulder 1.2_r30_c35.jpg,0.531745,0.460810,0.007445
B. Shoulder 1.2_r30_c36.jpg,0.138470,0.830265,0.031265
B. Shoulder 1.2_r30_c37.jpg,0.325548,0.626198,0.048254
B. Shoulder 1.2_r30_c38.jpg,0.076251,0.877176,0.046572
B. Shoulder 1.2_r30_c39.jpg,0.060238,0.913921,0.025842
B. Shoulder 1.2_r30_c4.jpg,0.051884,0.945689,0.002427
B. Shoulder 1.2_r30_c40.jpg,0.013729,0.973851,0.012420
B. Shoulder 1.2_r30_c41.jpg,0.002480,0.993406,0.004113
B. Shoulder 1.2_r30_c42.jpg,0.014643,0.976691,0.008666
B. Shoulder 1.2_r30_c43.jpg,0.001708,0.995018,0.003273
B. Shoulder 1.2_r30_c44.jpg,0.005160,0.991548,0.003292
B. Shoulder 1.2_r30_c45.jpg,0.042105,0.874964,0.082932
B. Shoulder 1.2_r30_c46.jpg,0.017371,0.969087,0.013542
B. Shoulder 1.2_r30_c47.jpg,0.005262,0.976507,0.018230
B. Shoulder 1.2_r30_c48.jpg,0.026237,0.940566,0.033197
B. Shoulder 1.2_r30_c49.jpg,0.023538,0.960942,0.015520
B. Shoulder 1.2_r30_c5.jpg,0.029864,0.967037,0.003098
B. Shoulder 1.2_r30_c50.jpg,0.029290,0.930037,0.040673
B. Shoulder 1.2_r30_c51.jpg,0.008138,0.981264,0.010597
B. Shoulder 1.2_r30_c52.jpg,0.021804,0.963675,0.014521
B. Shoulder 1.2_r30_c6.jpg,0.775998,0.218803,0.005199
B. Shoulder 1.2_r30_c7.jpg,0.505008,0.484699,0.010293
B. Shoulder 1.2_r30_c8.jpg,0.214650,0.772292,0.013058
B. Shoulder 1.2_r30_c9.jpg,0.222128,0.749072,0.028800
B. Shoulder 1.2_r31_c11.jpg,0.106450,0.881456,0.012094
B. Shoulder 1.2_r31_c12.jpg,0.278394,0.696593,0.025013
B. Shoulder 1.2_r31_c16.jpg,0.320403,0.620973,0.058624
B. Shoulder 1.2_r31_c17.jpg,0.099855,0.880526,0.019619
B. Shoulder 1.2_r31_c19.jpg,0.596375,0.373633,0.029992
B. Shoulder 1.2_r31_c2.jpg,0.218114,0.764783,0.017102
B. Shoulder 1.2_r31_c20.jpg,0.101236,0.892807,0.005957
B. Shoulder 1.2_r31_c21.jpg,0.044069,0.946568,0.009363
B. Shoulder 1.2_r31_c22.jpg,0.103321,0.883157,0.013523
B. Shoulder 1.2_r31_c23.jpg,0.052056,0.925893,0.022052
B. Shoulder 1.2_r31_c25.jpg,0.511001,0.484652,0.004348
B. Shoulder 1.2_r31_c27.jpg,0.009051,0.970062,0.020886
B. Shoulder 1.2_r31_c28.jpg,0.163752,0.822747,0.013501
B. Shoulder 1.2_r31_c29.jpg,0.108259,0.883211,0.008529
B. Shoulder 1.2_r31_c3.jpg,0.019254,0.979310,0.001436
B. Shoulder 1.2_r31_c30.jpg,0.297005,0.686494,0.016501
B. Shoulder 1.2_r31_c31.jpg,0.038908,0.954504,0.006588
B. Shoulder 1.2_r31_c32.jpg,0.019442,0.977443,0.003115
B. Shoulder 1.2_r31_c33.jpg,0.016544,0.979229,0.004227
B. Shoulder 1.2_r31_c34.jpg,0.092969,0.891331,0.015700
B. Shoulder 1.2_r31_c35.jpg,0.025682,0.971125,0.003193
B. Shoulder 1.2_r31_c36.jpg,0.117283,0.858209,0.024508
B. Shoulder 1.2_r31_c37.jpg,0.142828,0.843518,0.013653
B. Shoulder 1.2_r31_c38.jpg,0.117487,0.855903,0.026610
B. Shoulder 1.2_r31_c39.jpg,0.009378,0.978692,0.011929
B. Shoulder 1.2_r31_c4.jpg,0.119421,0.876008,0.004571
B. Shoulder 1.2_r31_c40.jpg,0.008247,0.984901,0.006852
B. Shoulder 1.2_r31_c41.jpg,0.010702,0.984621,0.004677
B. Shoulder 1.2_r31_c42.jpg,0.003666,0.991833,0.004501
B. Shoulder 1.2_r31_c43.jpg,0.001279,0.996388,0.002333
B. Shoulder 1.2_r31_c44.jpg,0.008912,0.987772,0.003316
B. Shoulder 1.2_r31_c45.jpg,0.015242,0.963398,0.021360
B. Shoulder 1.2_r31_c46.jpg,0.001387,0.993466,0.005147
B. Shoulder 1.2_r31_c47.jpg,0.003899,0.984607,0.011494
B. Shoulder 1.2_r31_c48.jpg,0.033422,0.946113,0.020465
B. Shoulder 1.2_r31_c5.jpg,0.338251,0.657503,0.004246
B. Shoulder 1.2_r31_c52.jpg,0.019216,0.970210,0.010574
B. Shoulder 1.2_r31_c6.jpg,0.679692,0.314969,0.005338
B. Shoulder 1.2_r31_c7.jpg,0.571528,0.420113,0.008359
B. Shoulder 1.2_r32_c10.jpg,0.279662,0.704516,0.015823
B. Shoulder 1.2_r32_c11.jpg,0.272573,0.687380,0.040048
B. Shoulder 1.2_r32_c12.jpg,0.139553,0.788158,0.072288
B. Shoulder 1.2_r32_c16.jpg,0.360716,0.562435,0.076848
B. Shoulder 1.2_r32_c17.jpg,0.555321,0.431762,0.012917
B. Shoulder 1.2_r32_c18.jpg,0.044875,0.931152,0.023973
B. Shoulder 1.2_r32_c19.jpg,0.115791,0.867331,0.016877
B. Shoulder 1.2_r32_c2.jpg,0.141709,0.816341,0.041950
B. Shoulder 1.2_r32_c20.jpg,0.135517,0.850158,0.014325
B. Shoulder 1.2_r32_c21.jpg,0.069289,0.921303,0.009408
B. Shoulder 1.2_r32_c22.jpg,0.033442,0.955219,0.011339
B. Shoulder 1.2_r32_c23.jpg,0.034846,0.943603,0.021551
B. Shoulder 1.2_r32_c24.jpg,0.103334,0.880259,0.016407
B. Shoulder 1.2_r32_c25.jpg,0.210678,0.782469,0.006853
B. Shoulder 1.2_r32_c26.jpg,0.352937,0.642569,0.004493
B. Shoulder 1.2_r32_c27.jpg,0.043410,0.938986,0.017603
B. Shoulder 1.2_r32_c28.jpg,0.089211,0.904307,0.006483
B. Shoulder 1.2_r32_c29.jpg,0.008137,0.985541,0.006321
B. Shoulder 1.2_r32_c3.jpg,0.097851,0.895444,0.006705
B. Shoulder 1.2_r32_c30.jpg,0.033723,0.962081,0.004196
B. Shoulder 1.2_r32_c31.jpg,0.055988,0.938187,0.005824
B. Shoulder 1.2_r32_c32.jpg,0.212537,0.776188,0.011275
B. Shoulder 1.2_r32_c33.jpg,0.030218,0.948054,0.021728
B. Shoulder 1.2_r32_c34.jpg,0.050358,0.943845,0.005797
B. Shoulder 1.2_r32_c35.jpg,0.005321,0.993429,0.001249
B. Shoulder 1.2_r32_c36.jpg,0.006787,0.977790,0.015423
B. Shoulder 1.2_r32_c37.jpg,0.023629,0.969544,0.006827
B. Shoulder 1.2_r32_c38.jpg,0.026242,0.964776,0.008982
B. Shoulder 1.2_r32_c39.jpg,0.020115,0.967880,0.012005
B. Shoulder 1.2_r32_c4.jpg,0.049926,0.934544,0.015529
B. Shoulder 1.2_r32_c40.jpg,0.007959,0.982163,0.009878
B. Shoulder 1.2_r32_c41.jpg,0.013801,0.975608,0.010591
B. Shoulder 1.2_r32_c42.jpg,0.006280,0.989889,0.003831
B. Shoulder 1.2_r32_c43.jpg,0.066955,0.895212,0.037833
B. Shoulder 1.2_r32_c44.jpg,0.003368,0.986993,0.009639
B. Shoulder 1.2_r32_c45.jpg,0.021380,0.960573,0.018046
B. Shoulder 1.2_r32_c46.jpg,0.018656,0.960532,0.020812
B. Shoulder 1.2_r32_c47.jpg,0.008473,0.984297,0.007230
B. Shoulder 1.2_r32_c5.jpg,0.055785,0.938803,0.005412
B. Shoulder 1.2_r32_c50.jpg,0.022432,0.949163,0.028406
B. Shoulder 1.2_r32_c51.jpg,0.040081,0.945212,0.014708
B. Shoulder 1.2_r32_c52.jpg,0.018863,0.957413,0.023724
B. Shoulder 1.2_r32_c6.jpg,0.058119,0.927267,0.014614
B. Shoulder 1.2_r32_c7.jpg,0.140119,0.839725,0.020156
B. Shoulder 1.2_r33_c10.jpg,0.161706,0.798213,0.040081
B. Shoulder 1.2_r33_c11.jpg,0.072430,0.896678,0.030892
B. Shoulder 1.2_r33_c12.jpg,0.026543,0.961511,0.011946
B. Shoulder 1.2_r33_c15.jpg,0.154832,0.791671,0.053497
B. Shoulder 1.2_r33_c16.jpg,0.005812,0.988903,0.005285
B. Shoulder 1.2_r33_c17.jpg,0.260935,0.721125,0.017940
B. Shoulder 1.2_r33_c18.jpg,0.095366,0.869528,0.035106
B. Shoulder 1.2_r33_c20.jpg,0.041188,0.944019,0.014793
B. Shoulder 1.2_r33_c21.jpg,0.185248,0.811229,0.003523
B. Shoulder 1.2_r33_c22.jpg,0.253428,0.736304,0.010268
B. Shoulder 1.2_r33_c23.jpg,0.241012,0.684684,0.074304
B. Shoulder 1.2_r33_c24.jpg,0.394245,0.590043,0.015713
B. Shoulder 1.2_r33_c25.jpg,0.092111,0.893097,0.014792
B. Shoulder 1.2_r33_c26.jpg,0.041771,0.952240,0.005989
B. Shoulder 1.2_r33_c27.jpg,0.338583,0.646202,0.015215
B. Shoulder 1.2_r33_c28.jpg,0.020788,0.977287,0.001924
B. Shoulder 1.2_r33_c29.jpg,0.025967,0.970790,0.003242
B. Shoulder 1.2_r33_c3.jpg,0.047079,0.937697,0.015223
B. Shoulder 1.2_r33_c30.jpg,0.258716,0.728715,0.012569
B. Shoulder 1.2_r33_c31.jpg,0.010694,0.982724,0.006583
B. Shoulder 1.2_r33_c32.jpg,0.018642,0.979264,0.002094
B. Shoulder 1.2_r33_c33.jpg,0.328300,0.667848,0.003852
B. Shoulder 1.2_r33_c34.jpg,0.067031,0.928687,0.004282
B. Shoulder 1.2_r33_c35.jpg,0.009360,0.988007,0.002633
B. Shoulder 1.2_r33_c36.jpg,0.019069,0.972727,0.008204
B. Shoulder 1.2_r33_c37.jpg,0.115817,0.841676,0.042507
B. Shoulder 1.2_r33_c38.jpg,0.023850,0.958558,0.017591
B. Shoulder 1.2_r33_c39.jpg,0.035682,0.949545,0.014773
B. Shoulder 1.2_r33_c4.jpg,0.118262,0.852528,0.029209
B. Shoulder 1.2_r33_c40.jpg,0.015846,0.980991,0.003163
B. Shoulder 1.2_r33_c41.jpg,0.007499,0.981500,0.011000
B. Shoulder 1.2_r33_c42.jpg,0.008549,0.987182,0.004269
B. Shoulder 1.2_r33_c43.jpg,0.010298,0.979634,0.010068
B. Shoulder 1.2_r33_c44.jpg,0.002454,0.993197,0.004349
B. Shoulder 1.2_r33_c45.jpg,0.009669,0.983917,0.006414
B. Shoulder 1.2_r33_c46.jpg,0.182721,0.805139,0.012140
B. Shoulder 1.2_r33_c49.jpg,0.111319,0.848847,0.039834
B. Shoulder 1.2_r33_c5.jpg,0.040218,0.956292,0.003490
B. Shoulder 1.2_r33_c50.jpg,0.009772,0.978388,0.011839
B. Shoulder 1.2_r33_c51.jpg,0.055795,0.883240,0.060965
B. Shoulder 1.2_r33_c52.jpg,0.053129,0.942791,0.004081
B. Shoulder 1.2_r33_c6.jpg,0.486418,0.455839,0.057743
B. Shoulder 1.2_r33_c7.jpg,0.664915,0.330295,0.004791
